paperId,title,abstract,year,citationCount,influentialCitationCount,doi,url,publicationTypes,venue
40bb847d437c9cbf0091df53df13d0172ead4636,Methods of performance evaluation for the supervised classification of satellite imagery in determining land cover classes,,2013,13,1,10.7764/RCIA.V40I2.1109,https://www.semanticscholar.org/paper/40bb847d437c9cbf0091df53df13d0172ead4636,Review,
f3e401bf0d8d488ab0f809514d3a9c7c6b353abf,Design of a Soil Cutting Resistance Sensor for Application in Site-Specific Tillage,"One objective of precision agriculture is to provide accurate information about soil and crop properties to optimize the management of agricultural inputs to meet site-specific needs. This paper describes the development of a sensor equipped with RTK-GPS technology that continuously and efficiently measures soil cutting resistance at various depths while traversing the field. Laboratory and preliminary field tests verified the accuracy of this prototype soil strength sensor. The data obtained using a hand-operated soil cone penetrometer was used to evaluate this field soil compaction depth profile sensor. To date, this sensor has only been tested in one field under one gravimetric water content condition. This field test revealed that the relationships between the soil strength profile sensor (SSPS) cutting force and soil cone index values are assumed to be quadratic for the various depths considered: 0–10, 10–20 and 20–30 cm (r2 = 0.58, 0.45 and 0.54, respectively). Soil resistance contour maps illustrated its practical value. The developed sensor provides accurate, timely and affordable information on soil properties to optimize resources and improve agricultural economy.",2013,12,0,10.3390/s130505945,https://www.semanticscholar.org/paper/f3e401bf0d8d488ab0f809514d3a9c7c6b353abf,"JournalArticle,Study",Italian National Conference on Sensors
9e234417d13d3eda6e0baad3f8544f1d4653215f,Climate change and food security,"This paper discusses the complex nature of climate change-food security linkages, focusing on how a planet under warming affects food governance at global levels. With changing rainfall patterns, high temperature levels and increases in frequency of severe weather events conventional agricultural practices are endangered by the disruptions in crop yields water availability. Disadvantage areas, usually subsistence farmers, have been hit by more food insufficiency risks. The paper highlights the need for adaptive strategies and resilient agricultural methods to combat the effects of climate change on food productivity. Agriculture emerges as a vital solution, focusing on precision farming, agro ecology and technological innovations which use resources efficiently without affecting the environment. These strategies will require global coordination since climate change does not have borders and affects people all over the world. In addition, the article discusses social and economic aspects of food insecurity linked to climate change that significantly affect deprived groups. It promotes policies that consider the weak points of smallholder farmers and strengthen local communities. Educational initiatives and campaigns create a sense of collective awareness about the challenges that are being faced. The article ends by pointing out the need for immediate and coordinated worldwide efforts to strengthen resilience, ensure food sustainability, and secure future food security with a changing climate. Keywords: Climate Change, Food Security, Technological Innovation, Education, Awareness.",2013,27,1,10.5772/55206,https://www.semanticscholar.org/paper/9e234417d13d3eda6e0baad3f8544f1d4653215f,JournalArticle,International journal of agriculture extension and social development
b732b8a17f4ef7fb5e4d375b93c5e1ee6cf259b4,Multi-residue method for the analysis of pesticides in Arabica coffee using liquid chromatography/tandem mass spectrometry,,2013,13,1,10.1080/19440049.2013.801088,https://www.semanticscholar.org/paper/b732b8a17f4ef7fb5e4d375b93c5e1ee6cf259b4,JournalArticle,Food Additives and Contaminants Part A-chemistry Analysis Control Exposure & Risk Assessment
0f9c43855dca44dc0a95d60164f549fecf7b9829,An Improved Persistent Scatterer Interferometry for Subsidence Monitoring in the Tehran Basin,,2013,18,1,10.1109/JSTARS.2013.2259221,https://www.semanticscholar.org/paper/0f9c43855dca44dc0a95d60164f549fecf7b9829,JournalArticle,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing
e4a0778380349d555cfbaaa94abb35d5d939f0d1,Reduction of hazardous organic solvent in sample preparation for hydrophilic pesticide residues in agricultural products with conventional liquid chromatography.,,2013,18,0,10.1021/jf400543v,https://www.semanticscholar.org/paper/e4a0778380349d555cfbaaa94abb35d5d939f0d1,JournalArticle,Journal of Agricultural and Food Chemistry
705db7803a32a48c297240e300ef651794c51e44,Mobile sensor platforms: categorisation and research applications in precision farming,"Abstract. The usage of mobile sensor platforms arose in research a few decades ago. Since the beginning of satellite sensing, measurement principles and analysing methods have become widely implemented for aerial and ground vehicles. Mainly in Europe, the United States and Australia, sensor platforms in precision farming are used for surveying, monitoring and scouting tasks. This review gives an overview of available sensor platforms used in recent agricultural and related research projects. A general categorisation tree for platforms is outlined in this work. Working in manual, automatic or autonomous ways, these ground platforms and unmanned aircraft systems (UAS) with an agricultural scope are presented with their sensor equipment and the possible architectural models. Thanks to advances in highly powerful electronics, smaller devices mounted on platforms have become economically feasible for many applications. Designed to work automatically or autonomously, they will be able to interact in intelligent swarms. Sensor platforms can fulfil the need for developing, testing and optimising new applications in precision farming like weed control or pest management. Furthermore, commercial suppliers of platform hardware used in sensing tasks are listed.",2013,47,1,10.5194/JSSS-2-51-2013,https://www.semanticscholar.org/paper/705db7803a32a48c297240e300ef651794c51e44,Review,
d8aeaae66fee18768d924050f3366ec700e0c6c8,Gimbal system configurations and line-of-sight control techniques for small UAV applications,,2013,26,2,10.1117/12.2015777,https://www.semanticscholar.org/paper/d8aeaae66fee18768d924050f3366ec700e0c6c8,Review,"Defense, Security, and Sensing"
27805287fbe14cbfce67d52bd4a7a3c73b71dd4a,A light-weight hyperspectral mapping system for unmanned aerial vehicles — The first results,,2013,8,0,10.1109/WHISPERS.2013.8080721,https://www.semanticscholar.org/paper/27805287fbe14cbfce67d52bd4a7a3c73b71dd4a,JournalArticle,Workshop on Hyperspectral Image and Signal Processing
51a2e90ca5f13e8fcd26031f0f2b28c71dbb886e,Spectral-spatial pre-processing using multi-resolution 3D wavelets for hyperspectral image classification,,2013,0,0,10.1109/WHISPERS.2013.8080709,https://www.semanticscholar.org/paper/51a2e90ca5f13e8fcd26031f0f2b28c71dbb886e,JournalArticle,Workshop on Hyperspectral Image and Signal Processing
92fc0079e982f7a7b33b6806bd31def3782e7fab,Application of portable hyper-spectral camera in andisols soil nitrogen assessment,,2013,0,0,10.1109/WHISPERS.2013.8080696,https://www.semanticscholar.org/paper/92fc0079e982f7a7b33b6806bd31def3782e7fab,JournalArticle,Workshop on Hyperspectral Image and Signal Processing
98597f657032422c30de525fa7cce6281438f49d,"Determination of fungicide pyrimethanil in grapes, must, fermenting must and wine.",,2013,18,2,10.1002/jsfa.5998,https://www.semanticscholar.org/paper/98597f657032422c30de525fa7cce6281438f49d,JournalArticle,The Journal of the Science of Food and Agriculture
a1e80c455d09d2d9c36432eed2c17551197c4541,Determining optimal storage of field sampled cotton leaves for hyperspectral analysis,,2013,0,0,10.1109/WHISPERS.2013.8080686,https://www.semanticscholar.org/paper/a1e80c455d09d2d9c36432eed2c17551197c4541,JournalArticle,Workshop on Hyperspectral Image and Signal Processing
52b8f168b311312462243c079372ba96da7a7b25,Monitoring for Precision Agriculture using Wireless Sensor Network-A review,,2013,73,2,,https://www.semanticscholar.org/paper/52b8f168b311312462243c079372ba96da7a7b25,Review,
c2b70fdfe7b6e2b8d0230ee01c553246a5d399ff,Ultra-high frequency near-ground short-range propagation measurements in forest and plantation environments for wireless sensor networks,,2013,23,1,10.1049/iet-wss.2012.0059,https://www.semanticscholar.org/paper/c2b70fdfe7b6e2b8d0230ee01c553246a5d399ff,JournalArticle,IET Wireless Sensor Systems
18c5f752d912983a67416ee2f507ff82bedb68e2,A short survey of hyperspectral remote sensing applications in agriculture,,2013,182,5,10.1109/RAST.2013.6581194,https://www.semanticscholar.org/paper/18c5f752d912983a67416ee2f507ff82bedb68e2,"Conference,Review",International Conference on Recent Advances in Space Technologies
6415f014998ad2b1d51986977f1d12e5d5a7cdc1,On-site monitoring of soil condition for precision agriculture by using multimodal microchip integrated with EC and temperature sensors,,2013,6,0,10.1109/TRANSDUCERS.2013.6626714,https://www.semanticscholar.org/paper/6415f014998ad2b1d51986977f1d12e5d5a7cdc1,Conference,"International Conference on Solid-State Sensors, Actuators and Microsystems"
674d03add9ed8da053de2e3c8b0877aaed63a930,A precision agriculture management system based on Internet of Things and WebGIS,,2013,54,3,10.1109/Geoinformatics.2013.6626173,https://www.semanticscholar.org/paper/674d03add9ed8da053de2e3c8b0877aaed63a930,"JournalArticle,Conference",GEOINFORMATICS
5e8254686c13be141a02cd62a24d886447b0a2ed,A system based on interval fuzzy approach to predict the appearance of pests in agriculture,,2013,25,0,10.1109/IFSA-NAFIPS.2013.6608583,https://www.semanticscholar.org/paper/5e8254686c13be141a02cd62a24d886447b0a2ed,JournalArticle,Joint IFSA World Congress and NAFIPS Annual Meeting
b390d5ceed9af9dfceff73313f2a2b678ade4452,Optimal Feature Extraction Technique for Crop Classification Using Aerial Imagery,,2013,6,1,10.1109/ICISA.2013.6579389,https://www.semanticscholar.org/paper/b390d5ceed9af9dfceff73313f2a2b678ade4452,"JournalArticle,Conference",International Conference on Information Science and Applications
3b1729eb66198fe09bf57a10e494bd332d757ccd,Precision agriculture for grain production systems,,2013,2,0,10.1080/17538947.2013.817183,https://www.semanticscholar.org/paper/3b1729eb66198fe09bf57a10e494bd332d757ccd,JournalArticle,International Journal of Digital Earth
de022afbeb23bedaf2b7dc4dbdee198da7c63be6,Security in IPv6-based wireless sensor network — Precision agriculture example,,2013,13,2,,https://www.semanticscholar.org/paper/de022afbeb23bedaf2b7dc4dbdee198da7c63be6,Conference,Proceedings of the 12th International Conference on Telecommunications
57c86260e69e23b149a3e2f0828545f06cdf21df,Efficient Energy Utilization Through Optimum Number of Sensor Node Distribution in Engineered Corona-Based (ONSD-EC) Wireless Sensor Network,,2013,7,0,10.1007/s11277-013-1275-9,https://www.semanticscholar.org/paper/57c86260e69e23b149a3e2f0828545f06cdf21df,JournalArticle,Wireless personal communications
ad55a92e469f8880dc6c118432b925fa3668833c,Monitoring of phosphorus oxide ion for analytical speciation of phosphite and phosphate in transgenic plants by high-performance liquid chromatography-inductively coupled plasma mass spectrometry.,,2013,9,0,10.1021/jf4012278,https://www.semanticscholar.org/paper/ad55a92e469f8880dc6c118432b925fa3668833c,"JournalArticle,Study",Journal of Agricultural and Food Chemistry
298b9deadef1f7cf6b39e1588060a2693a035dd7,Study on the Position Drift of GPS Single Point and Improving the Accuracy of Positioning,,2013,2,0,10.4028/www.scientific.net/AMM.333-335.492,https://www.semanticscholar.org/paper/298b9deadef1f7cf6b39e1588060a2693a035dd7,Review,
3769f3e847a07691bb7048df5bc7f11ba31d30d4,Method development and validation for the simultaneous determination of organochlorine and organophosphorus pesticides in a complex sediment matrix.,,2013,5,0,10.5740/JAOACINT.12-190,https://www.semanticscholar.org/paper/3769f3e847a07691bb7048df5bc7f11ba31d30d4,"Study,JournalArticle",Journal of AOAC International
37893e165ec6a0c2f85bb1f3280190ef6aa0068c,A random walk on an ontology: Using thesaurus structure for automatic subject indexing,,2013,19,2,10.1002/asi.22853,https://www.semanticscholar.org/paper/37893e165ec6a0c2f85bb1f3280190ef6aa0068c,JournalArticle,J. Assoc. Inf. Sci. Technol.
54e79fa973531ea0151994b3e41e480b9c544ced,Wireless sensor networks for environmental research: A survey on limitations and challenges,,2013,51,2,10.1109/EUROCON.2013.6624996,https://www.semanticscholar.org/paper/54e79fa973531ea0151994b3e41e480b9c544ced,"JournalArticle,Review",EUROCON Conference
5982b30019c418275f81161c447a69af1dbd2e98,Precision agriculture ’13,,2013,62,2,10.3920/978-90-8686-778-3,https://www.semanticscholar.org/paper/5982b30019c418275f81161c447a69af1dbd2e98,Review,Wageningen Academic Publishers
7ac5d6c6aad2288499b877246c4edecdd99b7114,Review of the application of near-infrared spectroscopy technology to determine the chemical composition of animal manure.,,2013,35,5,10.2134/jeq2013.01.0014,https://www.semanticscholar.org/paper/7ac5d6c6aad2288499b877246c4edecdd99b7114,"Review,JournalArticle",Journal of Environmental Quality
93afc34a6025972c496eb74094c005a5dd73a747,Quantification of melamine in drinking water and wastewater by micellar liquid chromatography.,,2013,16,0,10.5740/JAOACINT.12-248,https://www.semanticscholar.org/paper/93afc34a6025972c496eb74094c005a5dd73a747,JournalArticle,Journal of AOAC International
94540e41e29a162d982e488560b43e8e44df8067,"Experiment to Test RTK GPS with Satellite ""Internet to Tractor"" for Precision Agriculture",,2013,7,2,10.4018/jaeis.2013040101,https://www.semanticscholar.org/paper/94540e41e29a162d982e488560b43e8e44df8067,JournalArticle,International Journal of Agricultural and Environmental Information Systems
4e027d9535fe5aad94352fc67b1e510af5428cc6,Certain investigation of precision agriculture robot using lab view,,2013,4,0,10.1109/ICCTET.2013.6675975,https://www.semanticscholar.org/paper/4e027d9535fe5aad94352fc67b1e510af5428cc6,Conference,International Conference on Current Trends in Engineering and Technology
1ce51cd98379cf879dcafc4e04be31d8f5d38bee,Testing of precision agricultural networks for adversary-induced problems,,2013,5,0,10.1145/2463372.2463544,https://www.semanticscholar.org/paper/1ce51cd98379cf879dcafc4e04be31d8f5d38bee,JournalArticle,Annual Conference on Genetic and Evolutionary Computation
a3404a8a561007ab4c8fdec51307e60c1403e04d,A Prototype Wireless Sensor Network for Precision Agriculture,,2013,17,2,10.1109/ICDCSW.2013.10,https://www.semanticscholar.org/paper/a3404a8a561007ab4c8fdec51307e60c1403e04d,"JournalArticle,Conference",2013 IEEE 33rd International Conference on Distributed Computing Systems Workshops
8c400ea1c999ea854c4217ad70d13b078b5e4e34,Automated individual tree-crown delineation and treetop detection with very-high-resolution aerial imagery,,2013,22,1,10.1201/B15159,https://www.semanticscholar.org/paper/8c400ea1c999ea854c4217ad70d13b078b5e4e34,Review,
01b9b441c5365cfc867a1822c7ec0e0dee3a3f28,Soil moisture inversion and validation based on new remote sensing platform,,2013,1,0,10.1109/IGARSS.2013.6723387,https://www.semanticscholar.org/paper/01b9b441c5365cfc867a1822c7ec0e0dee3a3f28,JournalArticle,IEEE International Geoscience and Remote Sensing Symposium
35ed49db8ca67a7ff192b5473265f9965fc47473,Potentiality of World-View 2 data for precision agriculture,,2013,1,0,10.1109/IGARSS.2013.6723412,https://www.semanticscholar.org/paper/35ed49db8ca67a7ff192b5473265f9965fc47473,JournalArticle,IEEE International Geoscience and Remote Sensing Symposium
aa17775470623965742dc76847c8f4e63cc5619e,Use of high-resolution multispectral imagery from an unmanned aerial vehicle in precision agriculture,,2013,22,0,10.1109/IGARSS.2013.6723419,https://www.semanticscholar.org/paper/aa17775470623965742dc76847c8f4e63cc5619e,JournalArticle,IEEE International Geoscience and Remote Sensing Symposium
03dd692201a46d65b695dee98be6c9a7e82e5ec9,An improved vector space model to retrieval systems for content matching in agricultural information,,2013,0,0,10.1109/FSKD.2013.6816244,https://www.semanticscholar.org/paper/03dd692201a46d65b695dee98be6c9a7e82e5ec9,"JournalArticle,Conference",International Conference on Fuzzy Systems and Knowledge Discovery
7f3a0fa3836d52325ab1dcd6005cdec9ed1207cd,Redundant-Path Scheme for Efficient Interworking between a Wireless Sensor Network and the Internet,"A wireless sensor network (WSN) has become an important technology and has been deployed in many emerging applications, including home automation, health care, and precision agriculture. To deploy more service applications, the WSN must solve the internetworking problem (difference in speed, protocol stack, beacon collision etc.). In this study, we propose a redundant-path scheme based on a multichannel WSN for an efficient interworking among the heterogeneous networks. We evaluate the performance of our proposed scheme through a real-world simulation, and the results show an improvement in data throughput, packet delay, and beacon loss ratio.",2013,1,0,10.1155/2013/813070,https://www.semanticscholar.org/paper/7f3a0fa3836d52325ab1dcd6005cdec9ed1207cd,JournalArticle,Int. J. Distributed Sens. Networks
68749770401f32804d5dae208a306396e2811a50,"Reflections on the concept, conduct and findings of the producer-led Cicerone Project","The Cicerone Project began as a producer-led partnership that sought, over a period of 8 years, to enhance the profitability and sustainability of livestock enterprises by improving the connection between those producers, research and extension. Following a detailed survey, the research and extension needs of livestock producers were identified and several applied investigations were conducted to meet those needs and delivered through a range of extension activities. This final paper of the Cicerone Special Issue reflects on the entire Project from a wide array of perspectives, including livestock producers, researchers, extension specialists and staff employed by the Project, all of whom are authors of this paper. A notable early successful outcome of the Project was the improved precision of footrot diagnosis, which has been of value to the entire sheep industry, and that flowed from a field investigation of benign and virulent footrot combined with detailed genetic investigations, which led to an improved testing regime. This paper also reflects on the findings of an unreplicated agricultural ecosystem research trial, which measured the impact of pasture renovation, increased soil fertility and grazing management on the profitability and sustainability of three different 53-ha farmlets. Valuable findings from this whole-farmlet trial included the need for a high quality feed supply for increasing stocking rate and animal liveweights; the ability and utility of satellite imagery to detect changes in pasture growth, composition and recent grazing pressure; the value of short grazing and long rest periods for controlling Barber’s pole worms of sheep; the impact of increased stocking rates on whole-farm profitability and risk; methods of optimising decisions relating to pasture renovation, fertiliser applications and grazing management; and an integrated analysis of all key measured components of the farmlet management systems. Collectively, these findings were powerful as they were demonstrated at a scale credible to livestock producers using the ‘compare – measure – learn – adopt’ approach, which was the key philosophy adopted by the Cicerone Project. By comparing and measuring different whole-farm systems, and by ensuring that producers had ownership of the trial process, the Project successfully delivered objective findings that producers trusted and which increased our understanding of important drivers of complex grazing enterprises under variable climatic conditions. Some of these drivers included: the influence of soil phosphorus on botanical composition and subsequent livestock production, the role of pasture renovation and soil fertility on herbage supply, herbage quality and stocking rate, and the improved gastrointestinal nematode control delivered by intensive rotational grazing. The beneficiaries of the Project included the 180 farmer members who participated in some 61 field days and workshops; the research and extension collaborators including four postgraduates who completed their research investigations in conjunction with the Project; and some 500 undergraduate and 300 technical students who benefited from coming to understand the applied field comparisons of the three whole-farmlet systems. Having livestock producers play a significant leadership role led to valuable outcomes achieved with research collaborators; this should encourage the development of other learning partnerships which aim to explore complex farming system issues.",2013,3,0,10.1071/AN12292,https://www.semanticscholar.org/paper/68749770401f32804d5dae208a306396e2811a50,Review,
0ec34c57b5d902d981e07280477c6be09aec2769,[Study of spatial interpolation of soil Cd contents in sewage irrigated area based on soil spectral information assistance].,,2013,3,0,,https://www.semanticscholar.org/paper/0ec34c57b5d902d981e07280477c6be09aec2769,JournalArticle,Guang pu xue yu guang pu fen xi = Guang pu
74d52bf11b252c38fddd154082be55d22afb01d3,Studies on soil organic matter content mapping using EO-1 hyperion data,,2013,1,0,10.1109/ARGO-GEOINFORMATICS.2013.6621959,https://www.semanticscholar.org/paper/74d52bf11b252c38fddd154082be55d22afb01d3,Conference,International Conference on Agro-Geoinformatics
f77d398b7bd925148cbdb70e9e99e7bc3002573d,The impact of RF technologies and EPC standard on the fresh vegetables supply chain,,2013,10,0,10.3233/RFT-130050,https://www.semanticscholar.org/paper/f77d398b7bd925148cbdb70e9e99e7bc3002573d,JournalArticle,International Journal of RF Technologies
719c5ef2b8a6331145ce68ea78b72d79aa8f3ccf,Data Mining and Pattern Recognition in Agriculture,,2013,46,1,10.1007/s13218-013-0273-0,https://www.semanticscholar.org/paper/719c5ef2b8a6331145ce68ea78b72d79aa8f3ccf,JournalArticle,KI - Künstliche Intelligenz
973d88687516ad3943d17c9529ff6eeff69c19b5,DATA FUSION TECHNOLOGY OF MULTI-PLATFORM EARTH OBSERVATION ON AGRICULTURE,"Abstract. Earth observation is the gathering of information via remote sensing technologies supplemented by earth surveying techniques, encompassing the collection, analysis and presentation of data. Remote sensing technology is playing a key role on precision agriculture. From the point of view of remote sensing and photogrammetry field, this article first took an overview of its applications on agriculture throughout past 3 decades, analyzed the advantages and disadvantages of different kinds of remote sensing when applied on agriculture respectively, and then discussed the solution on different platform based remote sensing image and data fusion. Finally, the paper summarizes potential trends tending to broaden the precision agriculture application of remote sensing data fusion.",2013,2,0,10.5194/ISPRSARCHIVES-XL-7-W1-189-2013,https://www.semanticscholar.org/paper/973d88687516ad3943d17c9529ff6eeff69c19b5,Review,
a1641231beb2861e9e89a5e2b3b484529924164a,A Semantic Technology Supported Precision Agriculture System: A Case Study for Citrus Fertilizing,,2013,5,0,10.1007/978-3-642-39787-5_9,https://www.semanticscholar.org/paper/a1641231beb2861e9e89a5e2b3b484529924164a,JournalArticle,"Knowledge Science, Engineering and Management"
64626432c0985ad99ffc7be7644dc5930f18c0cf,Precision phenotyping of biomass accumulation in triticale reveals temporal genetic patterns of regulation,"To extend agricultural productivity by knowledge-based breeding and tailor varieties adapted to specific environmental conditions, it is imperative to improve our ability to assess the dynamic changes of the phenome of crops under field conditions. To this end, we have developed a precision phenotyping platform that combines various sensors for a non-invasive, high-throughput and high-dimensional phenotyping of small grain cereals. This platform yielded high prediction accuracies and heritabilities for biomass of triticale. Genetic variation for biomass accumulation was dissected with 647 doubled haploid lines derived from four families. Employing a genome-wide association mapping approach, two major quantitative trait loci (QTL) for biomass were identified and the genetic architecture of biomass accumulation was found to be characterized by dynamic temporal patterns. Our findings highlight the potential of precision phenotyping to assess the dynamic genetics of complex traits, especially those not amenable to traditional phenotyping.",2013,110,5,10.1038/srep02442,https://www.semanticscholar.org/paper/64626432c0985ad99ffc7be7644dc5930f18c0cf,JournalArticle,Scientific Reports
0b3fa1ed378d445d63eb4bfb25c2596476a8b476,Survey of regulations concerning pesticides inSweden and the EU,,2013,0,0,,https://www.semanticscholar.org/paper/0b3fa1ed378d445d63eb4bfb25c2596476a8b476,Review,
44edfb2ff450896b7e238a6e9191c8c487bdc7a0,Sweeping beauty: is grassland arthropod community composition effectively estimated by sweep netting?,"Arthropods are critical ecosystem components due to their high diversity and sensitivity to perturbation. Furthermore, due to their ease of capture they are often the focus of environmental health surveys. There is much debate regarding the best sampling method to use in these surveys. Sweep netting and pan trapping are two sampling methods commonly used in agricultural arthropod surveys, but have not been contrasted in natural grassland systems at the community level. The purpose of this study was to determine whether sweep netting was effective at estimating arthropod diversity at the community level in grasslands or if supplemental pan trapping was needed. Arthropods were collected from grassland sites in Montana, USA, in the summer of 2011. The following three standardized evaluation criteria (consistency, reliability, and precision) were developed to assess the efficacy of sweep netting and pan trapping, based on analyses of variations in arthropod abundances, species richness, evenness, capture frequency, and community composition. Neither sampling method was sufficient in any criteria to be used alone for community-level arthropod surveys. On a taxa-specific basis, however, sweep netting was consistent, reliable, and precise for Thysanoptera, infrequently collected (i.e., rare) insects, and Arachnida, whereas pan trapping was consistent, reliable, and precise for Collembola and bees, which is especially significant given current threats to the latter's populations worldwide. Species-level identifications increase the detected dissimilarity between sweep netting and pan trapping. We recommend that community-level arthropod surveys use both sampling methods concurrently, at least in grasslands, but likely in most nonagricultural systems. Target surveys, such as monitoring bee communities in fragmented grassland habitat or where detailed information on behavior of the target arthropod groups is available can in some instances employ singular methods. As a general ecological principle, consistency, reliability, and precision are appropriate criteria to evaluate the applicability of a given sampling method for both community-level and taxa-specific arthropod surveys in any ecosystem.",2013,56,4,10.1002/ece3.688,https://www.semanticscholar.org/paper/44edfb2ff450896b7e238a6e9191c8c487bdc7a0,"JournalArticle,Review",Ecology and Evolution
c0150544aaf053fbdc399008544145972432003b,The Optimization Selection of Correlative Factors for Long-Term Power Load Forecasting,,2013,10,0,10.1109/IHMSC.2013.64,https://www.semanticscholar.org/paper/c0150544aaf053fbdc399008544145972432003b,Conference,International Conference on Intelligent Human-Machine Systems and Cybernetics
1bbdc0272e952db4259dd06c0695e7ef1903f90c,Assessment and mapping of soil nitrogen using Visible-Near-Infrared (Vis-NIR) spectra,,2013,3,0,10.1117/12.2035010,https://www.semanticscholar.org/paper/1bbdc0272e952db4259dd06c0695e7ef1903f90c,Conference,Other Conferences
0f439edce8e6de8b3f63cd33b5de0b141e7c906e,De polderkaart van Nederland. Een instrument voor de ruimtelijke ontwikkeling van het laagland,,2013,1,0,10.7480/KNOB.112.2013.3.626,https://www.semanticscholar.org/paper/0f439edce8e6de8b3f63cd33b5de0b141e7c906e,Review,
11032b3cfdc96f0d1c4fdee52dd8f2a8b8230f61,Tracing sources and pathways of dissolved nitrate in forest and river ecosystems using high-resolution isotopic techniques: a review,,2013,30,4,10.1007/s11284-012-0939-3,https://www.semanticscholar.org/paper/11032b3cfdc96f0d1c4fdee52dd8f2a8b8230f61,Review,Ecological research
36f000ea1aac3b548a09e57ea6cf73929a5c9e1a,Sensors in Agriculture and Forestry,"Agriculture and Forestry are two broad and promising areas demanding technological solutions with the aim of increasing production or accurate inventories for sustainability while the environmental impact is minimized by reducing the application of agro-chemicals and increasing the use of environmental friendly agronomical practices. In addition, the immediate consequence of this “trend” is the reduction of production costs. Sensors-based technologies provide appropriate tools to achieve the above mentioned goals. The explosive technological advances and development in recent years enormously facilitates the attainment of these objectives removing many barriers for their implementation, including the reservations expressed by the farmers themselves. Precision Agriculture is an emerging area where sensor-based technologies play an important role. Farmers, researchers and technical manufacturers, all together are joining their efforts to find efficient solutions, improvements in production and reductions in costs. The dissemination of results through scientific publications and international events, among which Sensors is a clear example, contributes significantly to this effort. This is the second special issue published in Sensors for the same topic (Agriculture and Forestry) with important contributions; some of them coming from the First International Conference on Robotics and associated High-technologies and Equipment (www.rhea-conference.eu/2012), emphasizing how much sensitivity and coverage Sensors offer for technological advancement in these areas.",2013,28,0,10.3390/s130912132,https://www.semanticscholar.org/paper/36f000ea1aac3b548a09e57ea6cf73929a5c9e1a,"JournalArticle,Editorial",Italian National Conference on Sensors
7537c7dd841b90df1b1551829bb32d5d11f28ffc,Database of Polish arable mineral soils: a review,,2013,77,8,10.2478/intag-2013-0003,https://www.semanticscholar.org/paper/7537c7dd841b90df1b1551829bb32d5d11f28ffc,Review,
